"","V1","V2"
"12225","CANNINESS",2
"12226","GORILLA APE",1
"12227","EQUAL LENGTH",1
"12228","HUMAN LOOKING",2
"12229","WATER MUD",1
"12230","BIKE WALKING",1
"12231","KLEENEX",1
"12232","SANDLOTTER",1
"12233","BOTANY ECOLOGY",1
"12234","COTTONTAIL",3
"12235","HIKE BIKE",1
"12236","POTTAWATOMIE",1
"12237","BEASTLY",1
"12238","CHASTISE",1
"12239","MOTOCROSS",2
"12240","BLONDE LIGHT",1
"12241","HASKELL",1
"12242","ILLUS",1
"12243","SOPPED",2
"12244","EMPORIUM",3
"12245","VETO",1
"12246","UNION TOWN",2
"12247","BARKLEY",3
"12248","AGAIN TRYING",1
"12249","DAY JUST",1
"12250","END THEY",1
"12251","FORGET YOU",1
"12252","FRACTIOUS",1
"12253","GOD THERE",1
"12254","HIM AND",2
"12255","HIM DID",1
"12256","KENTUCKY",39
"12257","KENTUCKY JUST",1
"12258","MIND AND",1
"12259","REPLENISH",1
"12260","SOUND THAT",1
"12261","THE MIN",1
"12262","WOODS CREEKS",1
"12263","HOLY IT",1
"12264","ADDLE",1
"12265","BOLE",1
"12266","BULBOUS",1
"12267","FORTRESS",2
"12268","FORTRESS LIKE",1
"12269","KITTENISH",2
"12270","PROGNATHOUS",2
"12271","SCALP",3
"12272","ENORMITY",1
"12273","LEXINGTON",3
"12274","THIRSTY",4
"12275","DIDO",1
"12276","GUARD RAILING",1
"12277","SHENANIGAN",1
"12278","BACK WE",1
"12279","DOGS WE",1
"12280","FOOTPRINT WE",1
"12281","LUCK MAYBE",1
"12282","RUSSO",1
"12283","SOMETHING WHAT",1
"12284","SPOT WE",1
"12285","WAITED ABOUT",1
"12286","ELK HORN",1
"12287","NUTSHELL",1
"12288","TEENS EARLY",1
"12289","EAR PIERCING",1
"12290","DARKNESS THE",1
"12291","KNEES THIS",1
"12292","OCTAGON",1
"12293","STOP SINCE",1
"12294","BARGAIN",1
"12295","CADIZ",1
"12296","LATISH",1
"12297","ADVERTISE",1
"12298","NICKEL",1
"12299","LOCALE",2
"12300","ARMBAND",1
"12301","CELLOPHANE",2
"12302","KATYDID",2
"12303","METRICAL",1
"12304","TRANSCRIBE",2
"12305","ABRAHAM",2
"12306","AGO WAS",1
"12307","CHILDREN DESPITE",1
"12308","CLOSER IT",1
"12309","DAWN THE",1
"12310","LEARY BEING",1
"12311","RACCOON SAND",1
"12312","SIDE AND",1
"12313","SKUNK OR",1
"12314","SLEEPY SO",1
"12315","STOPCOCK",1
"12316","THINKING HERE",1
"12317","THOSE BUT",1
"12318","YOU SOMETHING",1
"12319","COUNTYWIDE",1
"12320","CINCINNATI",3
"12321","ENQUIRER",1
"12322","FRANC",1
"12323","FRUITLESS",1
"12324","MAY SLICK",1
"12325","RAMPAGE",2
"12326","WEFT",2
"12327","WITHSTAND",3
"12328","CHG",2
"12329","FEMALE BUT",1
"12330","HAMLET",1
"12331","HUMANS HIS",1
"12332","COURIER",2
"12333","ETC THIS",1
"12334","FICHE",1
"12335","PEOPLE GUESS",1
"12336","RAPIDLY HALF",1
"12337","TOGETHER BLUE",1
"12338","BIG ACTUALLY",1
"12339","GRASP RATIONALIZE",1
"12340","HYPNOTIZE",3
"12341","KY AND",1
"12342","MUTT",1
"12343","PLAYHOUSE IN",1
"12344","TREE WHICH",1
"12345","UMBRELLA",3
"12346","VANCE BURG",1
"12347","CAR THE",1
"12348","DOUBT IT",1
"12349","OUTSIDE AND",1
"12350","SHACK IT",2
"12351","WANT THAT",1
"12352","WHITES BURG",1
"12353","ANOTHER MAKING",1
"12354","BOLLOCKING",3
"12355","DOORKNOCKER",1
"12356","OUT AND",1
"12357","ROW THEN",1
"12358","ROWAN",2
"12359","SHOWER WE",1
"12360","EM TB",1
"12361","GREEN UP",3
"12362","ZIGZAG",1
"12363","SLIPWAY",2
"12364","TERMINABLE",1
"12365","FOUR WHEELING",4
"12366","GAME CAMERAS",1
"12367","AGO ME",1
"12368","ANESTHETIST",1
"12369","ANYTHING IT",2
"12370","APART THERE",1
"12371","AROUND THEN",1
"12372","BACKWARDS TRYING",1
"12373","BOUNCE OFF",1
"12374","COMING THE",1
"12375","DITCH ABOUT",1
"12376","FEET WE",1
"12377","HILL ACROSS",1
"12378","HILL BUT",1
"12379","HILL WE",1
"12380","HOUSE HUNTING",1
"12381","HUNTING BACK",1
"12382","MISSING ONLY",1
"12383","NERVE TO",1
"12384","OVERACHIEVE",1
"12385","RUN BUT",1
"12386","STOP WE",1
"12387","THICKER BUT",1
"12388","THING LOOK",1
"12389","TOP AND",1
"12390","TOSH",1
"12391","VIEW THERE",1
"12392","WAS AND",2
"12393","ABLE ALLOWED",1
"12394","HAIRDO",2
"12395","SIGHTING EXPERIENCE",1
"12396","HOLLOW WHICH",1
"12397","LOUSY",1
"12398","SKIFFLE",1
"12399","SPOT NO",1
"12400","TREES WHATEVER",1
"12401","HOLLOW FILL",1
"12402","NIGHTCAP",1
"12403","FATEFUL",2
"12404","CHAD",1
"12405","WATERHOLE",2
"12406","BONNIE",1
"12407","CALL HOWL",1
"12408","DOGS THE",1
"12409","HILLS SUMMITS",1
"12410","JESS AMINE",1
"12411","PAINT BRUSH",1
"12412","PALISADES",1
"12413","RIVER CREEK",1
"12414","MIDDLE CLASS",1
"12415","RESPONSIVE",2
"12416","SERENADE",1
"12417","SORTIE",1
"12418","POPPING CRACKING",1
"12419","CUT THROUGH",2
"12420","KNOCKABOUT",1
"12421","ARMS VERY",1
"12422","HILLSIDE THE",1
"12423","NICKER",1
"12424","BITTY",1
"12425","COLIN",1
"12426","SHRUB TYPE",1
"12427","SLOTHS",1
"12428","ARMS PAWS",1
"12429","MISTLETOE",1
"12430","CONTUMELY",1
"12431","ROBBED",1
"12432","TUMMY",5
"12433","FOGGY WE",1
"12434","GEEING",1
"12435","RONNIE",2
"12436","SONNY",1
"12437","YOUNG SIX",1
"12438","NU THIN",1
"12439","ITUNES",1
"12440","RECTIFY",2
"12441","GLISTEN",3
"12442","CAMPSITE WE",1
"12443","CLIFF LINE",1
"12444","DAYBREAK WE",1
"12445","ENTREE",1
"12446","HARLAN",2
"12447","KENTUCKIAN",1
"12448","KENTUCKY WE",1
"12449","RETURN THIS",1
"12450","ROOTS WE",1
"12451","COLEY",1
"12452","POTTED",1
"12453","SOMEBODY THEY",1
"12454","PASTOR MINISTER",1
"12455","SPOTLESS SHINED",1
"12456","ANATHEMA",1
"12457","ANYWHERE AND",1
"12458","ARMED MY",1
"12459","AROUND WE",2
"12460","AWHILE WE",1
"12461","BANK AFTER",1
"12462","CAME WHICH",1
"12463","CREEK IT",1
"12464","CREEK MAKING",1
"12465","DAMMIT",1
"12466","DARKER WE",1
"12467","DOWN WE",1
"12468","FALLEN IT",1
"12469","FATSO",1
"12470","FIGURED EVEN",1
"12471","GUESS AFTER",1
"12472","HEAVY WHEN",1
"12473","HOUR SAND",1
"12474","HOUSE AFTER",1
"12475","HURRY NOT",1
"12476","MILES THE",1
"12477","PADDLED THIS",1
"12478","PADDLING IT",1
"12479","PERITONEAL",1
"12480","SHAKEN THERE",1
"12481","SIZE THEY",1
"12482","SO WHO",1
"12483","THAT ANOTHER",1
"12484","THINK THE",1
"12485","TIME ONCE",1
"12486","TWO WE",1
"12487","WALKING IT",2
"12488","WENT THAT",1
"12489","BELLWETHER",1
"12490","EMPHASIS IF",1
"12491","FLASHLIGHT THE",1
"12492","NIGHTFALL ORIGINALLY",1
"12493","PITCHED SHORT",1
"12494","RE RIGGING",1
"12495","TOOT",1
"12496","TRUCK SOMETHING",1
"12497","UNEARTHLY HIGH",1
"12498","WEIGHT INTO",1
"12499","WELL ENCOURAGING",1
"12500","WELL LATELY",1
"12501","GITE",1
"12502","LOCOMOTIVE",3
"12503","SKIT",1
"12504","BLACKTOP IT",1
"12505","BODY STYLE",1
"12506","COVERT",1
"12507","FOREWARN",1
"12508","LEGS LANKY",1
"12509","ROAD TWO",1
"12510","ASTRONOMICAL",1
"12511","BRUTALIZE",1
"12512","MAMMOTH",11
"12513","EYE SNOT",1
"12514","VESICLE",1
"12515","WYCLIFFE",1
"12516","SCOTTSDALE",1
"12517","WELL KNOWN",2
"12518","HOME FULL",1
"12519","MANCHU",2
"12520","TANGSHAN",1
"12521","WAVY",3
"12522","ALSO THE",1
"12523","CHARGE AT",1
"12524","DOWN THE",1
"12525","FT BEHIND",1
"12526","GONE HOWEVER",1
"12527","GROUP THIS",1
"12528","INSIDE AT",1
"12529","LBS THE",2
"12530","NO RAIN",1
"12531","SOUGHT",1
"12532","WAY THEN",1
"12533","WEEKS THE",1
"12534","WORSE THE",1
"12535","HUMAN APE",2
"12536","SHOULDERS WITH",1
"12537","THEM ONE",1
"12538","BROWN ALMOST",1
"12539","LAWRENCE BURG",1
"12540","RED EERIE",1
"12541","RICH WOOD",1
"12542","UNDERWRITTEN",2
"12543","CONSTANCE",1
"12544","SHREVEPORT",1
"12545","SARDINE",2
"12546","SNOOD",1
"12547","DIRECTION THE",1
"12548","MEH",2
"12549","PIPELINE THIS",1
"12550","SHANE THE",1
"12551","TERMITE",1
"12552","ACADIA",1
"12553","CAJUN",1
"12554","CAPSIZE",2
"12555","EXCEEDING",1
"12556","NUTRIA",1
"12557","PEA",1
"12558","MARRED",1
"12559","BLACK THING",1
"12560","EXPRESSIONIST",1
"12561","THICKET MOTIONLESS",1
"12562","LEFT BUT",1
"12563","BOOKER",1
"12564","LINEUP",1
"12565","BULLHORN",1
"12566","ELROY",1
"12567","FROGGING CATCHING",1
"12568","GATORS MOSTLY",1
"12569","SPECTATE",1
"12570","SWAMP EVEN",1
"12571","RIMMING",1
"12572","LEAK",2
"12573","TORRENT",4
"12574","FAR FETCHED",1
"12575","GRUNTING GROWLING",2
"12576","MIDDLE FORK",1
"12577","PITIFUL",1
"12578","SAATCHI",2
"12579","EAR SAND",1
"12580","GRANDMOTHER AND",1
"12581","GRANDMOTHER FIVE",1
"12582","LESS ITS",2
"12583","MANGE THE",1
"12584","POUNDS MORE",1
"12585","ROUND VERY",1
"12586","FOUND THE",1
"12587","MONTH THE",1
"12588","KG",2
"12589","KOESTLER",1
"12590","NORMAND",1
"12591","PATRICIA",1
"12592","US WHEN",1
"12593","LEFT THE",1
"12594","RAIN HEARD",1
"12595","AFTER BUT",1
"12596","AREAS THIS",1
"12597","CAMEO",2
"12598","DID BEING",1
"12599","NOW WHAT",1
"12600","SPLASH THE",1
"12601","STORY BUT",1
"12602","THEM EVERYONE",1
"12603","CURIOUS WELL",1
"12604","ESTER",1
"12605","POPULATE DWELL",1
"12606","AURAL",1
"12607","FLAGON",2
"12608","AFRAID AND",1
"12609","AGAIN ABOUT",1
"12610","ATE",1
"12611","BOTTOM WE",1
"12612","CLEARED THINNED",1
"12613","COWS SO",1
"12614","COYOTES WOLVES",2
"12615","DENSE LOTS",1
"12616","DOG THIS",1
"12617","EATEN WE",1
"12618","FENCE THEN",1
"12619","HAIR THE",1
"12620","LATE RAFTER",1
"12621","MARIE CEDAR",1
"12622","OFF ON",1
"12623","REDDEN",1
"12624","ROW WE",1
"12625","SAW EXCEPT",1
"12626","THIS ON",1
"12627","THORNS WHERE",1
"12628","WAY WE",1
"12629","KIDDER",3
"12630","WHITS TINE",10
"12631","HOODIE",2
"12632","SLUGGISH",2
"12633","CONVERGENCE",1
"12634","WITHER SPOON",1
"12635","APR",1
"12636","FOOT TRAIL",1
"12637","NOISE WE",2
"12638","REVERSAL",1
"12639","WYOMINGITE",1
"12640","BARRIER RAILING",1
"12641","CRANIUM",1
"12642","GRAPHICAL",1
"12643","HEAD SLIGHTLY",1
"12644","OBESITY",1
"12645","PROTRUSION",1
"12646","SOUTH OF",1
"12647","ACTOR EVEN",1
"12648","GRIZZLE",1
"12649","EASTERLY FLOWING",1
"12650","NORTH FACING",1
"12651","OBESE",1
"12652","TIMBER COVERED",1
"12653","CODY MAYBE",1
"12654","DAY WE",1
"12655","GRIZZLY AND",1
"12656","HALFWAY AND",1
"12657","JUNE DEPENDING",1
"12658","LARGEHEARTED",1
"12659","MORE WERE",1
"12660","SASQUATCH SHE",1
"12661","SUMMER PROBABLY",1
"12662","TIRED SHE",1
"12663","WIFE PRIOR",1
"12664","FIGURE TOO",1
"12665","PANTOMIME",1
"12666","GREY LING",1
"12667","LAKE THAT",1
"12668","LEGS SOMETHING",1
"12669","TENON",3
"12670","LARGE HAIRY",1
"12671","CHILD ABOUT",1
"12672","KIDS MOSTLY",1
"12673","POPULOUS",1
"12674","CALCULUS",1
"12675","CLOSER NOT",1
"12676","FAR OFF",1
"12677","FIVE TOED",2
"12678","FLOOR THEY",1
"12679","NOR CROSS",1
"12680","PETROLEUM",1
"12681","SHUNNED",1
"12682","SUCH WE",1
"12683","TWINNED",1
"12684","TWO TONE",1
"12685","TWO TONED",1
"12686","JEKYLL",1
"12687","CALHOUN",2
"12688","BREAKDOWN",1
"12689","LAURI",2
"12690","TRACTOR TRAILER",3
"12691","CRAMP",1
"12692","PRESCOTT",4
"12693","AGO AND",1
"12694","BURN TIT",1
"12695","CLAMBER",1
"12696","DEEPER SOUNDED",1
"12697","FIRE IT",1
"12698","FRIENDLIES",1
"12699","GEAR THE",1
"12700","JONATHON",4
"12701","MOMENT HE",1
"12702","NOW WE",1
"12703","SANCTUARY",3
"12704","WHOOPING MOANING",1
"12705","SAW BUT",1
"12706","BOG FOOTS",1
"12707","SEPSIS",1
"12708","AFOOT AFLOAT",1
"12709","DAY HIKERS",1
"12710","DEFLATE",1
"12711","HUMAN FREE",1
"12712","LOONIE",1
"12713","MINI MEADOW",1
"12714","NONCOM",1
"12715","SELF DESCRIBED",1
"12716","SUBSTITUTE",1
"12717","THEREON",1
"12718","UPSTREAM",3
"12719","WELL SEEDED",1
"12720","WETTER",1
"12721","CYNIC",1
"12722","UPLOAD",1
"12723","SEDNA",2
"12724","CATNAP",1
"12725","HOHENLOHE",1
"12726","LOW BEAM",2
"12727","MIDDLEMOST",1
"12728","PACE NO",1
"12729","TWO HOUR",1
"12730","WATERMILL",1
"12731","BETHANY",1
"12732","UP FRONT",1
"12733","OUTBUILDING",1
"12734","SHED BARN",1
"12735","COBRA",2
"12736","DEUCE",1
"12737","GARRISON",1
"12738","GRAMMAR",1
"12739","INSERTIONS",1
"12740","PREFATORY",3
"12741","REREAD",1
"12742","BEFORE WHATEVER",1
"12743","HAPPENING HE",1
"12744","MYSELF AFTER",1
"12745","TRAIL EVEN",1
"12746","UNARMED OR",1
"12747","WENT THE",1
"12748","WIFE SISTER",1
"12749","BONK",1
"12750","BROUGHAM",1
"12751","NANOOK",2
"12752","BROOK WOOD",1
"12753","HOLT",1
"12754","SPOOKED AND",1
"12755","DENTIST",1
"12756","PULPWOOD",1
"12757","OBSESS",3
"12758","TATTER",2
"12759","WINKLE",3
"12760","DOWNRIVER",1
"12761","DROVE UP",1
"12762","JUMP DIVE",1
"12763","LEFT REAR",1
"12764","PRIM",1
"12765","ROAD HYPNOSIS",1
"12766","SEEMED UNTIL",1
"12767","SHINY BLACK",1
"12768","SHOCK WAITING",1
"12769","SMALL TALK",1
"12770","SPEEDUP",1
"12771","SIGHTING ENCOUNTER",1
"12772","SUBWAY",1
"12773","BRINDLE",2
"12774","COMBO",1
"12775","HOWL SCREAM",2
"12776","VOL UNTOLD",1
"12777","PARISHIONER",1
"12778","BUSS",1
"12779","HO TROD",1
"12780","WHOLESOME",1
"12781","WIND CALM",1
"12782","BRAVERY",2
"12783","WINTERGREEN",1
"12784","TUSKEGEE",2
"12785","ALA",1
"12786","ARE ALIKE",1
"12787","BARK THIS",1
"12788","CENTER AT",1
"12789","DIARRHEA",2
"12790","DOCILE",1
"12791","ELSE THIS",1
"12792","EYE AFTER",1
"12793","GUNGE",1
"12794","HOTEL HE",1
"12795","INDENTION SOMETHING",1
"12796","LIGHTER THE",1
"12797","LIKE AFTER",1
"12798","MARRIOTT",3
"12799","PATTERN HEAVY",1
"12800","PERIOD AFTER",1
"12801","POSITION THEN",1
"12802","RE FOCUSING",1
"12803","RE VERIFYING",1
"12804","SKIN THE",1
"12805","STUFFY",1
"12806","HERMOSILLO",1
"12807","LACE",1
"12808","DOGGING",2
"12809","CULTIVATE",1
"12810","DAY ONE",1
"12811","END AT",1
"12812","GARTER",1
"12813","GIN",1
"12814","HEAD THE",2
"12815","OLDER WHEN",1
"12816","POND THIS",1
"12817","WASTE IT",1
"12818","YEARS THAT",1
"12819","CREEK BANK",1
"12820","FOOT THE",1
"12821","REPLICATE",3
"12822","AL WHEN",1
"12823","BLACK IT",1
"12824","HAIR WHICH",1
"12825","PRES COT",1
"12826","GALLBLADDER",1
"12827","CHE AHA",2
"12828","DISTURBING IT",1
"12829","MOVE ABOUT",1
"12830","BALL SHAPED",1
"12831","CYLINDRICAL",3
"12832","DIGESTED",2
"12833","MANURE ROUND",1
"12834","POOH",1
"12835","BK",2
"12836","DEPREDATION",1
"12837","DOA",1
"12838","UPBEAT",1
"12839","FRUIT DALE",1
"12840","BOATHOUSE",5
"12841","CRAPPIE",3
"12842","CRAPPY",3
"12843","DOWN AT",1
"12844","DOWN TO",1
"12845","THAT AWAY",1
"12846","GROWL GRUNT",2
"12847","ROAD HEADING",1
"12848","WAY THERE",1
"12849","TERRI",1
"12850","FOREST HARDWOOD",1
"12851","FOREST OPEN",1
"12852","NET WIRE",1
"12853","FEET SINCE",1
"12854","GOES IT",1
"12855","SCRAPS ALSO",1
"12856","HOWLED GROWLED",1
"12857","ANDREA",1
"12858","CLOSEOUT",1
"12859","CULL",1
"12860","GUNNERY",1
"12861","SOLIS",1
"12862","STAGE FIELD",1
"12863","STAGE FIELDS",1
"12864","TABERNACLE",2
"12865","TUCKER",4
"12866","UNPEOPLE",1
"12867","HOG WIRE",1
"12868","MENACING",3
"12869","ROOM STABLES",1
"12870","SLOUGHS",1
"12871","YEARLONG",1
"12872","CULLEN",2
"12873","STASH",3
"12874","WALKING STOMPING",1
"12875","SERIAL",1
"12876","NBA",3
"12877","MORNING THERE",1
"12878","BACK THINKING",1
"12879","CLEARLY ONE",1
"12880","DEER ONLY",1
"12881","LAND WHEN",1
"12882","LEAVE THEY",1
"12883","LEFT HEADING",1
"12884","NOTHING THE",2
"12885","ODOR KIND",1
"12886","PERSON THEN",1
"12887","PINES THEN",1
"12888","PINIEST",1
"12889","POWERPOINT",1
"12890","RESPONSE IT",1
"12891","SHOT IT",1
"12892","TRUCK BUT",1
"12893","WHOOP FOLLOWED",1
"12894","CRAYFISH",3
"12895","HASTILY",1
"12896","APPROACHED NEVER",1
"12897","COLLEEN",2
"12898","CREEKS LOOKING",1
"12899","EXPERIENCE THROUGHOUT",1
"12900","FAMILIARIZE",3
"12901","NIGHT BUT",1
"12902","SIDE FROM",1
"12903","STARS SITTING",1
"12904","TALKING THE",1
"12905","TREE NEVER",1
"12906","TREE SHE",2
"12907","WILDE",1
"12908","AD EWE",1
"12909","HANNAH WARD",1
"12910","JIGGLE",1
"12911","MONUMENTAL",1
"12912","ANIMADVERSION",1
"12913","HOLLER HOWL",1
"12914","HOLLERING MAYBE",1
"12915","ALABAMA THE",1
"12916","ALLEGE",1
"12917","LAKE AND",1
"12918","MORNING WE",1
"12919","NECKS BUT",1
"12920","WENDS DAY",1
"12921","BROWSE",1
"12922","CHINO BEE",1
"12923","INCLEMENT",1
"12924","ONOMATOPOEIC",1
"12925","ROUNDABOUT",1
"12926","BLUNT",1
"12927","SKY BALL",2
"12928","BIB",1
"12929","CASABA",1
"12930","PEEP",1
"12931","FREDERIC",1
"12932","PERKINS",1
"12933","FARMHAND",1
"12934","JESSE",1
"12935","OWEN",3
"12936","AR",16
"12937","BRUSH THRASHING",1
"12938","HOOTING DEEP",1
"12939","HOOTING HOWLING",1
"12940","VEHEMENT",1
"12941","CLEAR CUTTING",1
"12942","CYPRUS",1
"12943","WIESENTHAL",1
"12944","DORA DO",6
"12945","DUMAS DIRECTLY",1
"12946","ANYTHING WHICH",1
"12947","ASTRONOMICAL THE",1
"12948","BACK NEVER",1
"12949","BANK WE",1
"12950","BIG LEGS",1
"12951","BROWN NOW",1
"12952","COMING HOW",1
"12953","CREEK AND",1
"12954","CREEK BUT",1
"12955","HURT JUST",1
"12956","JOIST",1
"12957","JUMP FOR",1
"12958","LEGS THE",1
"12959","MASSIVE COULD",1
"12960","MASSIVE THAT",1
"12961","MINUTE SAND",1
"12962","MUTER RING",1
"12963","ODOR OR",1
"12964","POSTURE THE",1
"12965","POUNDS THE",1
"12966","PROSPERITY",1
"12967","REFRIGERATOR IN",1
"12968","RIGHT PRIVATE",1
"12969","SCARED THE",1
"12970","SECOND ILL",1
"12971","SEE NIT",1
"12972","SERIOUS BUT",1
"12973","SERIOUS HE",1
"12974","SETTING AND",1
"12975","SOLEMN",1
"12976","SPRING DALE",4
"12977","SPRINGS WHERES",1
"12978","STRONG BECAUSE",1
"12979","SUNK AND",1
"12980","TALL YOU",1
"12981","THAT FOR",1
"12982","THIN GIT",1
"12983","THING BECAUSE",1
"12984","TOP BUT",1
"12985","UP NOW",1
"12986","WATER AND",1
"12987","WIDE HAD",1
"12988","AFGHAN",1
"12989","REED",1
"12990","DYKE",1
"12991","MENIAL",1
"12992","INDETERMINATE",1
"12993","COPPERFIELD",1
"12994","PROXIMATE",1
"12995","FT RAN",1
"12996","HEADLIGHTS VERY",1
"12997","LEGS SLENDER",1
"12998","VEHICLE IT",1
"12999","CALIFORNIAN",3
"13000","CANOEIST",4
"13001","CHEERIOS",4
"13002","EQUILATERAL",1
"13003","HARRIET",1
"13004","HORSEFLESH",1
"13005","HOUR LONG",1
"13006","HUMAN PRIMATE",1
"13007","MID CRUNCH",1
"13008","MIDI",1
"13009","MIL",1
"13010","NONTROPICAL",1
"13011","REGULARLY OCCURRING",1
"13012","REMORSELESS",1
"13013","REPERTOIRE",1
"13014","SELF STUDY",1
"13015","TANAGER",1
"13016","VELOCIPEDE",1
"13017","VIREO",1
"13018","WARBLE",2
"13019","WATCH ALARM",1
"13020","DRAKE TOWN",2
"13021","SPLOTCHY",1
"13022","CARNIVAL",3
"13023","FT SMITH",1
"13024","GREAT GRANDFATHER",2
"13025","GREAT GRANDFATHERS",1
"13026","BELAY",1
"13027","CATFISH THEY",1
"13028","DAY INSTEAD",1
"13029","DOWNY",1
"13030","FAST WHEN",1
"13031","FISHING SWIMMING",1
"13032","GOING AND",1
"13033","LEEK SUDDENLY",1
"13034","MOTHER FIVE",1
"13035","MOTHER SISTER",1
"13036","PARENTS MY",1
"13037","PUMP SHOTGUN",1
"13038","SAID MY",1
"13039","SAW HE",1
"13040","STREET MY",1
"13041","TRUCK THEN",1
"13042","WOMAN BUT",1
"13043","MARABOUT",1
"13044","TUG",1
"13045","SEMI CONCEALED",1
"13046","SEMI SHINY",1
"13047","HUNTING SCOUTING",2
"13048","CUT OVER",1
"13049","NIGHT ABOUT",1
"13050","BARE FOOTPRINTS",1
"13051","BRIDLEWAY",1
"13052","OVERTAKEN",1
"13053","POTENT",1
"13054","REBA",2
"13055","MACEDONIA",3
"13056","NEWARK",3
"13057","FALLOUT",3
"13058","QUARTER MILE",2
"13059","GOODY",1
"13060","SEPULCHER",2
"13061","BRONCOBUSTER",1
"13062","COMP",2
"13063","CONJUNCT",1
"13064","DIDGERIDOO",1
"13065","HOORAY",1
"13066","JANSEN",1
"13067","KIPPER",1
"13068","LBS THEY",1
"13069","MERCER",1
"13070","SWAMP THE",1
"13071","LEVY",4
"13072","HOUSE SIT",1
"13073","FISHHOOK",2
"13074","LONE",3
"13075","ROBINSON",10
"13076","SETBACK",2
"13077","SQUEAKY",1
"13078","SUZUKI",3
"13079","GROWL YELL",1
"13080","CONWAY",2
"13081","QUICKSILVER",1
"13082","PONYTAIL",2
"13083","DOWN SHORE",1
"13084","RIVER BRUSH",1
"13085","BREAK OVER",1
"13086","CARDIAC",1
"13087","LANCE",1
"13088","PINKIE",1
"13089","RIGHT HAND",2
"13090","NIGHTCLUB",2
"13091","CROSSBONES",1
"13092","AKITA",1
"13093","OR THO",1
"13094","PODIATRIST",1
"13095","PRINT AND",1
"13096","DUMAS",1
"13097","HOTTEST",3
"13098","PICNICKER",1
"13099","CLOWN",1
"13100","DAREDEVIL",2
"13101","SLOWLY POURED",1
"13102","BAIRN",3
"13103","CROSSOVER",1
"13104","RUN OUT",1
"13105","DEFECATE",3
"13106","DRINKING DRUGGING",1
"13107","IMPINGE",1
"13108","CREOSOTE",1
"13109","GOFER",1
"13110","SABIN",2
"13111","SLAVONIC",1
"13112","WITNESSED MOST",1
"13113","WOODCUTTER",1
"13114","HER FORD",1
"13115","MCNEIL",1
"13116","TANSY",1
"13117","THANE",1
"13118","SHOW LOW",1
"13119","BULL SHOALS",1
"13120","RIVER WEST",1
"13121","ANIMAL OBJECT",1
"13122","TIER",1
"13123","CYTOLOGIST",1
"13124","IT RESTED",1
"13125","NONVIOLENT",2
"13126","UNREPORTED",1
"13127","FAIR MOUNT",1
"13128","LOUTISH",1
"13129","RITE",1
"13130","TERMINAL",1
"13131","VISA BALLY",1
"13132","GYMNASIUM",1
"13133","PARAGON",1
"13134","KINSMAN",3
"13135","LOVE BUG",1
"13136","BOISTEROUS",1
"13137","PHOENIX",7
"13138","RIPARIAN",3
"13139","SERENGETI",1
"13140","SHEATH",2
"13141","AGGIE",1
"13142","BARTER",1
"13143","BLACKSMITHS",1
"13144","BUNCO",1
"13145","BURRO",2
"13146","CARBIDE",1
"13147","FACE OFF",1
"13148","GLOBE PHOENIX",1
"13149","GROOVE",3
"13150","HEAVY THE",1
"13151","MANDRELL",1
"13152","MAZATLAN",2
"13153","RIDGE BACK",1
"13154","WANGLE",3
"13155","ERASURE",1
"13156","FLAGSTAFF",10
"13157","FORMALITIES",1
"13158","HIVE",1
"13159","VFW",1
"13160","DJ",1
"13161","ELEV",1
"13162","ESPY",2
"13163","MONKEYS BUT",1
"13164","PADRE",3
"13165","APART WITH",1
"13166","TEETER",1
"13167","TULANE",3
"13168","ASTHMATIC",1
"13169","DARLA",3
"13170","LOST THEN",1
"13171","PANES",1
"13172","SHIRLEY",3
"13173","LEFT OUT",1
"13174","PAS QUINES",1
"13175","RAT SNAKE",1
"13176","TORTILLA",1
"13177","MARGARET",1
"13178","WERE THEY",1
"13179","WHITNEY",1
"13180","YEARS WHEN",1
"13181","APPENDICITIS",1
"13182","LANDSLIDE",2
